directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy,Comment,Review
FerIglesias,D,M,Juntos por el Cambio,id_1224176876819767296,2/3/20 3:44,Jajajajjajaja,,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1234528856264056833,3/2/20 17:19,Cara piedra hdmp!!,"cara piedra, hdmp",,Hostility,No,No,No,,
,,,,id_1205807925408784384,12/14/19 11:13,Las únicas buenas noticias que dan son los cargos que se reparten! Son un cancer,,Other plural,Hostility,No,No,No,,
,,,,id_1235192513381748743,3/4/20 13:16,"ESTA MAL ARROBADO EL INÚTIL Y MENTIROSO DEL GOBERNADOR... SI QUIEREN QUE SE INFORME SI ES Q SABE LEER, Y DEJE DE MENTIRLE A LOS BONAERENSES, SU TWITTER ES","inutil, mentiroso",Other individual,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225820568857042944,2/7/20 16:36,"De esto no cave dudas. Primero rema agua para su molino?negocia a costilla De los dosente. Platita por aca platita por alla. Barabel es conocido como el ""santo con bigote ""...no les importa nada la educasion?son aves negra??",,,Criticism,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1233206120946307072,2/28/20 1:43,"De""Carrio es ""diputada"" cuando ella misma decide ser o no ser,renunció,vuelve y se va cuando se le antoja,mamarracho$ pro/ucr/ari,Los enemigos de la democracia!!hasta tanto el jefe de la banda pague con cárcel el caos social/económico institucional,en el cual sumió al país!! pic.twitter.com/oWRkJ6gwju",mamarracho,Other individual,Hostility,No,No,No,,
,,,,id_1236635404692045825,3/8/20 12:50,FELIZ DIA A TODAS LAS MUJERES Y MAS AÚN A LAS MUJERES QUE TUVIERON UN PAPEL FUNDAMENTAL EN LA GESTA DE MALVINAS!! Y TODAVIA NO FUERON RECONOCIDAS Y LAS CUALES APOYAN EL PROYECTO DE LEY 5202 D 2019,,,None,,,,,
IngridJetter,D,F,Juntos por el Cambio,id_1207838890385661954,12/20/19 1:43,quiero comentarle que si bien en su gobierno se aprobo la emergencia alimentaria la Ministra Stanley no la efectivizo ... puedo comprobarlo usted misma en ve de decir lo que dijo,,,None,,,,,
,,,,id_1233884249322934281,2/29/20 22:38,pic.twitter.com/JVP34YL2bf,,,None,,,,,
wadodecorrido,D,M,Frente de Todos,id_1213281361890598912,1/4/20 2:09,"Mí prioridad es controlar la inflación. Empleado genuino, seguridad, o no?",,,None,,,,,
,,,,id_1208176407576227845,12/21/19 0:04,Entonces qué haces ahí ?,,,None,,,,,
luispetri,D,M,Juntos por el Cambio,id_1221104377383084034,1/25/20 16:15,"Considerando que los delincuentes son mayoría en su electorado y gabinete, no me sorprende para nada.",delincuentes,plural,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1218268897444540417,1/17/20 20:28,Los Ángeles tiene el aeropuerto en medio.,,,None,,,,,
,,,,id_1210679144318717953,12/27/19 21:49,"Tanto  en Diputados como  en Senado, firmaron la congelación por 180 días de los sueldos y dietas de legisladores y el personal político de ambas Cámaras.",,,None,,,,,
,,,,id_1225287545111662594,2/6/20 5:18,Solo entre a este tweet para renovar mí confianza en la humanidad. Son Feminazis como dice la mayoría de la gente,Feminazis,Other plural,Hostility,,,y,,
SergioMassa,D,M,Frente de Todos,id_1208406925223837698,12/21/19 15:20,Rastrero piojoso.,"rastrero, piojoso",,Hostility,No,No,No,,
LaspinaL,D,M,Juntos por el Cambio,id_1230487311697268737,2/20/20 13:40,"Ahora resulta que son fans del fmi el mismo que ayer odiaban, pero la verguenza es cambiemos.!!",,,Criticism,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1232372608378789896,2/25/20 18:31,"Esperamos nos convoque, ahí estaremos .",,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1227569190007078914,2/12/20 12:24,"Mirá zurdita de 4ta hace 28 años que están en el poder. DEJARON VACIADO EL BCRA,ANSES y tesoro nacional,dejaron 32% de pobres y se erigen en costructores uds??, lo predadores, les queda a mano el helicóptero..inoperantes, chorros...","zurdita de 4ta, inoperantes, chorros",,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1206172335084048386,12/15/19 11:21,"no no ...el quorum hay que darlo sino van a decir que no quieren trabajar , ellos se pasaron los 4 años casi sin dar quorum cuando no les convenia pero como ellos son el establishment esta todo bien... voto NEGATIVO es mejor",,,None,,,,,
,,,,id_1222721945990500352,1/30/20 3:23,Jódanse ! Genios del Voto !,jodanse,,Hostility,No,No,No,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1219287658557558784,1/20/20 15:56,Claramente se ve que todos los que pegan practican rugby. Van a colegio privado. Votan a Macri . Y son de la malta sociedad . Porque esto jamas  lo ves en la Bailanta en una playa común o en una plaza . Jamás . Esto solo lo hacen los rugbiers,,Other plural,Criticism,No,No,No,,
,,,,id_1231650328942202881,2/23/20 18:41,Más tarde concurrimos al Acto oficial en El Museo Ferroportuario donde escuchamos al Intendente  y al Gobernador Mariano Arcioni. Se hizo entrega de reconocimientos y hubo un cierre con baile. #Comodoro,,,None,,,,,
,,,,id_1205394763190620160,12/13/19 7:51,"La veo mejor a Malena después de separarse de Massa , más enamorada , con más brillo , como mejor atendida tal vez.  Eehh cómo que no está separada? 😂",,,Hostility,No,No,Yes,,
elisacarrio,D,F,Juntos por el Cambio,id_1230981390755340295,2/21/20 22:23,Siquiatrico para una,,,Hostility,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1228862227937099776,2/16/20 2:02,"Negrópolis. Una cosa más que vamos a bancar de la nuestra. De paso, el.anterior gobierno ""no lo abandonó"" sino que lo federalizó y lo llevaron al interior.",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1215681637092032512,1/10/20 17:07,Schiaretti teléfono.,,,None,,,,,
,,,,id_1212711797578485761,1/2/20 12:26,Me podrán ayudar a compartir la petición en  para que se haga un vallado en el acceso sur para evitar muertes de personas y animales?,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1232353180610068480,2/25/20 17:14,Feliz #PancakeDay,,,None,,,,,
,,,,id_1231938424795541504,2/24/20 13:46,"No Graciela, estás quedando muy desubicada con ésta actitud, las defensas corporativas no le caen bien al votante. Y, por último, el fin NO justifica los medios.",,,Criticism,No,No,No,,
,,,,id_1228440388710666245,2/14/20 22:06,Grande Alberto ! Te quiero,,,None,,,,,
estebanbullrich,S,M,Juntos por el Cambio,id_1210026031924551684,12/26/19 2:34,#caminoavenezuela  #caminoachile  #caminoaecuador #HAGANALGO,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1220772719526055945,1/24/20 18:17,Mientras el Peronismo se dedique a desarmar siempre lo que hizo un no Peronista para marcar el territorio como los perros en lugar de tratar de Gobernar seguiremos siendo una Aldea Feudal ninguneada por todo el mundo compren pochoclos porque esta vez estan jodidos¡¡¡¡,,Other plural,Hostility,No,No,No,,
,,,,id_1208831115689103362,12/22/19 19:26,"para con la gilada nena,  ni Mindlin,  ni Caparroz, ni la runfla  te va a apoyar en la calle... no jodan mas con la idiotes de   No jodan mas, se lo ponen de sombrero  es un idiota alcahuete de Magneto...","idiota, alcahuete",,Hostility,No,No,No,,
,,,,id_1236814973994745857,3/9/20 0:44,Feliz 8M,,,None,,,,,
RossiAgustinOk,D,M,Frente de Todos,id_1205297590054608896,12/13/19 1:25,"""Alberto está planteando refundar nuestra democracia""  ministro de",,,None,,,,,
,,,,id_1222597952587337732,1/29/20 19:10,"Claro, pero convengamos que en campaña ni siquiera se sabía la deuda no registrada a todos los proveedores del Estado que si no vas levantando muertos cortan insumos, desde medicamentos hasta alimentación en cárceles. Ambos sabemos que eso quema. Es a lo que me refiero.",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1213107380130648066,1/3/20 14:38,"Te olvidaste ya de los 12 años que sufrimos a la yegua desquiciada???y para colmo la tenemos que aguantar 4 años más, porque no serán más que esos !!!","yegua, desquiciada",Other individual,Hostility,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1235597702982852609,3/5/20 16:07,Nico! No encuentro tud tweets en contra el sobreseimiento de DeVido y tu solidaridad con las víctimas de once  por el mismo motivo.,,,Criticism,No,No,No,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1207088949853859840,12/18/19 0:03,"Parque Camet necesita intervención de una vez y un continuo trabajo. Plaza de juegos totalmente abandonada, corte de pasto, cerco perimetral, caminos internos, fogones, sector de canchas de futbol y sigue. Ojala se pueda revertir el abandono de las distintas adm.",,,None,,,,,
wadodecorrido,D,M,Frente de Todos,id_1205273670991712256,12/12/19 23:50,Ni en la canción de parecidos los vi jajjajj,,,None,,,,,
,,,,id_1211052817806495745,12/28/19 22:34,"Y ahora salen con la ""Extorsion"". Por favor. El ladrón cree que todos son de su condición.  Y además te aviso. YA SOMOS GRANDES No es fácil engañarnos. La oposición solo pide lo que corresponde por Ley. Ahora contame....y los de su palo??? Que pashooo ? Que les piden?...contanos",ladron,,Hostility,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1222259448867119105,1/28/20 20:45,Intervención de,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1211589576478867457,12/30/19 10:07,"La gobernadora está en París,  PLOP",,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1237335862976937989,3/10/20 11:13,"Esta bien, pero acá estamos en una nube de boludos. Pedi cerrar todo y evitar terminar como Italia. El coronavirus no es joda. Cierren el congreso ya.",boludos,,Criticism,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1237380599972757505,3/10/20 14:11,"Tenes alguna PRUEBA IRREFUTABLE , comprobada por la justicia y con condena de la burrada que decis??? cri cri",,,Hostility,No,No,No,,
,,,,id_1223697959973466117,2/1/20 20:01,"bloquealo y dormí la siesta, no pierdas ni un minuto, no existe;  ( no a la violencia real, menos aun clandestina ) Gran abrazo y a disfrutar la vida.  Lo demás es cotillon.....",,,None,,,,,
,,,,id_1220084652196663298,1/22/20 20:43,Se está cerrando el círculo y el periodismo mudo!!,,,None,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1232138711581810688,2/25/20 3:02,"Pavadas, que contraté seguridad privada, le pague horas extras y de paso sea el conserje del hotel, uhh sorry de la posada.",,,None,,,,,
,,,,id_1208456252524761088,12/21/19 18:36,"Ya mandó  el audio de ""Vamos todos con el hasthag  ajusta igual que De La Rúa""?",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1220362844966965248,1/23/20 15:09,Ñañaña ustedes sabrán dónde pertenecen,,,None,,,,,
,,,,id_1206949691348443136,12/17/19 14:50,Callese! Usted es una verguenza! Una catadura! Cínica!!!!,"callese, catadura, cinica",,Hostility,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1228448008196546560,2/14/20 22:36,🤝El gobernador acordó agenda de trabajo con Felipe Solá y parlamentarios del Mercosur   📲,,,None,,,,,
,,,,id_1228706512878686208,2/15/20 15:43,Y los derechos de las personas? Y sus aportes? Y sus 35 años de dejar de consumir pensando que ese ahorro era el bienestar de su vejes?,,,None,,,,,
juancabandie,D,M,Frente de Todos,id_1209547088561922049,12/24/19 18:51,"También está el principio de no regresión en la ley. Activa las herramientas para que no se retroceda. Hoy, a un ano de la muerte de Bayer, te recordamos que él y Nora Cortiñas afirmron q la minería es un delito de lesa humanidad y lesa naturaleza. No más ecocidio",,,None,,,,,
,,,,id_1209857471193501699,12/25/19 15:24,Los que sufrimos hace 10Años la Injusticia del estado somos #PensionadosAfjp #RentasVitalicias SIN ACTUALIZACIÓN DE HABERES desde que estatizaron las afjp!,,,None,,,,,
luanavolnovich,D,F,Frente de Todos,id_1222311355027509254,1/29/20 0:11,Felicitaciones a  por está gestión!!,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1207145023147560960,12/18/19 3:46,Esto es joda peor que Uganda,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1213503223086157834,1/4/20 16:51,Me sumo a todo movimiento que vaya en contra de Donda.,,Other individual,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1222963626811822081,1/30/20 19:23,Cuál sería la noticia? #DiarioDeGabi  #EmptySpot  🤯,,,None,,,,,
JnmLopez,D,M,Juntos por el Cambio,id_1207841001286582272,12/20/19 1:51,Parece que a Juan Manuel las ganas de investigar se le despertaron ahora. Justo después de 4 años!!! No pueden ser más caraduras. #DejenGobernar,caraduras,Other plural,Hostility,No,No,No,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1206363843984871424,12/16/19 0:02,No tenes verguenza!!!sos una caradura!!!!,caradura,,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1228322723778134016,2/14/20 14:18,"Otra cara de piedra! Qué los parió, peores no se registran 💩",cara de piera,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1222934976783622145,1/30/20 17:29,"Y cual es el mérito??? Para que trabajen se les paga una suma despropircional a lo que producen (si fuera por lo que producen, estárian endeudados de por vida con los contribuyentes) y toman como algo épico, sentarse a planear como robarle al que produce, con un bebé en brazos..",,,Hostility,No,No,No,,
,,,,id_1229061357879820288,2/16/20 15:13,Pero Mirta no estabas en contra de juntarse con el kirchnerismo?,,,Criticism,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1233549224698097666,2/29/20 0:27,"Pablo labura en el el sector privado, Fernando es un parásito, fin.",parasito,Other individual,Hostility,No,No,No,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1217429225038340099,1/15/20 12:52,#Ahora 🚫 CORTE TOTAL de tránsito por tareas de bacheo en San Lorenzo e/ Santa Fe y Corrientes.   ⚠️Tomar vías alternativas y circular con precaución.   #TenemosTodo #MardelPlata,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1231890824230789120,2/24/20 10:37,"No, pero con ésa plata te aseguro que se puede pagar una jubilación mejor a los actuales beneficiarios.",,,None,,,,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1225091920084504580,2/5/20 16:20,"en constitución quedaron Perfecto . Lo qué hay que mejorar en toda la ciudad es la demarcación horizontal . No existen los carriles, cruces peatonales y en av. cómo Jara hay tramos que no está marcado ni el centro de la avenida.",,,None,,,,,
,,,,id_1224633603256127488,2/4/20 9:59,"Destino #iguazu intensa agenda de nuestro ministro  siempre pensando en la lucha contra el narcotráfico, pensando en cada Misionero en conjunto con el Gobierno Nacional",,,None,,,,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1220948975018303489,1/25/20 5:58,Si de carnadas jajajajajaj,,,None,,,,,
,,,,id_1233093700189925376,2/27/20 18:17,Si.  Exacto.,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1227834690712801280,2/13/20 5:59,"Tiene que estar actuando,  nadie puede ser tan pelotudo apropósito...",pelotudo,,Hostility,No,No,No,,
MartinLlaryora,D,M,Federal,id_1214910772997963779,1/8/20 14:04,👏 QUEDA HABILITADO EL DESAGÜE DE B° AMP. POETA LUGONES 👏  👉 El Gob.  acompañado por el  y el Int.  recorrieron y habilitaron el #Desagüe de B° Amp. Poeta Lugones.  👉 Es una obra fundamental para evitar anegamientos en la zona.,,,None,,,,,
,,,,id_1228279174562971648,2/14/20 11:25,Mas impresentable no se puede ser... tipico de K.,impresentable,,Hostility,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1222337739728850945,1/29/20 1:56,Grande  no se x que no la escuchan..,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1235396581823778819,3/5/20 2:47,"VAGABUNDO ! Dia 15 o Brasil vai ser a maior manifestação de todas e vc , vai sentir a nossa força , LIXO ! 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 #MaiaVagabundo #ForaMaia #Dia15BrasilPeloJair",vagabundo,,None,No,No,No,,
gracielaocana,D,F,Juntos por el Cambio,id_1222683736795418624,1/30/20 0:51,"Desgraciadamente estamos en manos de ladrones, estafadores, terroristas de estado y vende patrias","ladrones, estafadores, terroristas de estado, vende patrias",,Hostility,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1236237609753554944,3/7/20 10:29,"No había un call center. Había profesionales trabajando todo el día. Ahora un atril y sillas para sentar aplaudidores. Las mujeres para avanzar no necesitamos “salones”, necesitamos políticas efectivas. El resto es chamuyo (el mismo que contaron siempre)",,,None,,,,,
RominaDelPla,D,F,Frente de Izquierda y de los Trabajadores,id_1232311961049657349,2/25/20 14:30,Por la plata baila el mono.,,,None,,,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1227679100959109121,2/12/20 19:41,Ladrona caiese,ladrona,,Hostility,No,No,No,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1206712821624508416,12/16/19 23:08,Quien nos ayuda en esta Mariana? Solo somos el 41% y los radicales estan boludeando para yapa,,Other plural,Criticism,,,,,
gabicerru,D,F,Frente de Todos,id_1216874232275185669,1/14/20 0:06,Se los debería inhibir hasta que se determine la responsabilidad.,,,None,,,,,
,,,,id_1232856177593200640,2/27/20 2:33,#JusticiaxSandra Resalto el compromiso del TOP de Goya que viene dando ejemplo en la sentencias a violentos y femicidas.,,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1228478657913610240,2/15/20 0:38,"mercenaria y mentirosa, aparte de horrible","mercenaria, mentirosa",,Hostility,No,No,Yes,,
,,,,id_1217551241334657024,1/15/20 20:56,"Bueno otro exPresidente uruguayo dijo:"" los argentinos son una manga de ladrones"" . Entonces hazte fama y echate a dormir. Una tristeza por toda la gente de bien que hay.",,,Hostility,No,No,No,,
marioraulnegri,D,M,Juntos por el Cambio,id_1226382726577692672,2/9/20 5:50,EXACTAMENTE!!!! 👌👌,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1208359331579781120,12/21/19 12:11,¿Quieren aliviar a los argentinos? Retírense de la política. Zánganos.,zanganos,,Hostility,No,No,No,,
wadodecorrido,D,M,Frente de Todos,id_1218696878080045058,1/19/20 0:49,Acá está la página,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1209826164308692994,12/25/19 13:20,"Esa es la diferencia Puto arrepentido... vos no podes andar por la calle y no serás respetado por nadie. Anda a lavarle los calzones de vieja a Cristina, retrolazo","puto arrepentido, retrolazo",,Hostility,No,No,No,,
MoreauLeopoldo,D,M,Frente de Todos,id_1230493168342355968,2/20/20 14:03,"Cárcel y embargo de todas sus riquezas de ellos y de los fliares directos, sino estalla la Argentina. Reforma judicial YA !!!!",,,None,,,,,
,,,,id_1222938767612436481,1/30/20 17:44,"Histórico ❤  Ella es María Fernanda Silva, la nueva embajadora argentina en el Vaticano. Primera mujer afrodescendiente incorporada al servicio exterior.   La inclusión y los derechos de los y las migrantes como bandera. Esa es la Argentina que estamos construyendo 🇦🇷🇻🇦",,,None,,,,,
,,,,id_1233492073879396353,2/28/20 20:40,"#Histórico Tenemos Defensora de niñas, niños y adolescentes. Y es la enorme Marisa Graham. No conozco a nadie que haya dedicado su vida entera al tema como ella. Sabia, militante, compañera, generosa y compasiva. Mucha alegría por nuestres niñes y mucho orgullo por vos amiga !💜 pic.twitter.com/ZyZZD7Znv1",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1217067665300295682,1/14/20 12:55,", la que quiere decirle a los Australianos como se mueve el mundo, ahora te dice como se manejan las deudas tomadas por Scioli y que tienen Vencimientos programados.  Acompáñeme a ver esta esta triste historia....",,,None,,,,,
,,,,id_1227195000506765312,2/11/20 11:37,"que valla al chaco...ahi necesitan comer los chicos, esa seria una buena accion",,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1212350072819736576,1/1/20 12:29,"Sos un panqueque. Dijiste que NUNCA mas volvias con los K, y agarraste cualquier puesto  para agarrarte de algo massa, vende humo que sos . La misma mierda y sorete que los K sos . Chorros  e hdp. Ladron","panqueque, vende humo, mierda, sorete, chorros, hdp, ladron",,Hostility,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1217900937194414080,1/16/20 20:06,No a Urribarri como embajador en Israel -  vía,,,None,,,,,
,,,,id_1234180690146680832,3/1/20 18:16,"En Tucumán no, llenaremos la plaza independencia docentes de todas las escuelas junto con los padres ,pidiendo directamente la renuncia de Manzur!! pic.twitter.com/VV06dDxXB4",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1229710134127058944,2/18/20 10:11,"Tal cual !   Puro humo , como se hoy fuese distinto !",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1218279921421881344,1/17/20 21:12,"Perdón por mi pregunta de ignorante, que es una gran ciudad urbanística?",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1231536157554597889,2/23/20 11:07,"Aunque a ciertos mediocres les cueste aceptarlo, la provincia de Jujuy es parte de la Argentina y no esta exenta política y económicamente de tener sus altibajos. Viva Jujuy, Viva su gente y Viva las tradiciones!!!",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233097239834304512,2/27/20 18:31,Esto se puede denunciar ante la OEA Dr?,,,None,,,,,
,,,,id_1234162032942993409,3/1/20 17:02,Las FAMILIAS de los #HipotecadosUVA necesitamos protección de la UsuraUVA Macrista y de los Bancos.  No pensarán que somos millonarios o burgueses?   Miren en Banco Nacion los recibos de sueldos y van a ver.  Trabajadores asalariados! pic.twitter.com/Bbyt9KUgAf,,,None,,,,,
,,,,id_1230524594357968897,2/20/20 16:08,Vergüenza debiera darles....,,,Criticism,No,No,No,,
,,,,id_1231249933791002625,2/22/20 16:10,Querían darle un señal a Macri y rompieron todo. Nos merecemos 100 años de peronismo.,,,None,,,,,
,,,,id_1205159154647805952,12/12/19 16:15,Empezar un gobierno construyendo un relato habla de que volvieron iguales o peores. Los números expresados por el actual gobernador recuerda cuando ocultaban la pobreza que ellos mismos habían generado 😱,,Other plural,Criticism,No,No,No,,
wadodecorrido,D,M,Frente de Todos,id_1218507541493227521,1/18/20 12:16,"Wado, no entendés que los que roban , asesinan y estafan NO SON PRESOS POLITICOS. SON DELINCUENTES COMUNES QUE ESTAN PRESOS.",delincuentes,Other plural,Criticism,No,No,No,,
vikidonda,D,F,Frente de Todos,id_1207156206470619136,12/18/19 4:30,Vicky  Basta saber que este juez tiene tu apoyo para saber que no es el adecuado para una Argentina democrática. De como acostaron a los jubilados tenes opinión formada? La ley del panqueque.,,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1222733371194990592,1/30/20 4:08,"Que boluda que sos, vos crees que son las únicas que trabajan...nuestras madres trabajaron más que vos… Estúpida! ! Además de trabajadores eran amas de casa, seguro no haces ni la mitad de ellas hacen y no lo andan ventilando...","boluda, estupida",,Hostility,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1205994181715529731,12/14/19 23:33,"Y sigo mirando la foto. En su rostro dice ""arreglense con lo q eligieron"" (no sé, es mi imaginacion) pero bien podria serlo. Lo mismo penso  y se fue. Los argentinos no tenemos remedio. Bueno, a comersela ahora.  Porque naci en este pais, Dios mio!!",,,None,,,,,
,,,,id_1237083847587749889,3/9/20 18:32,"No tenes dignidad. Pero por un puesto,, cualquier cosa.",,,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1227824238595334145,2/13/20 5:18,Llamate a silencio. Estas más sucia que una papa,,,Hostility,No,No,No,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1235344249664794630,3/4/20 23:19,"Pero en el juicio se comprobó q el motorman no freno,, según los peritos los frenos estaban bien, había tomado alcohol . y tambien lo dijo el juez Bonadio. Explica cual es la responsabilidad de DeVido.",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233431262007906306,2/28/20 16:38,es un delicuente gusano,"delincuente, gusano",Other individual,Hostility,No,No,No,,
FlorLampreabe,D,F,Frente de Todos,id_1235046695265800193,3/4/20 3:37,✅ Este martes  inauguró las sesiones ordinarias del Concejo Deliberante de Hurlingham. Gracias al subdirector de PAMI  y a la diputada nacional  por acompañarnos.  pic.twitter.com/tFrUY1B6kq,,,None,,,,,
gracielaocana,D,F,Juntos por el Cambio,id_1225406242472026112,2/6/20 13:09,Esto es lo q tenemos en los organismos oficiales.Mafia,,,None,,,,,
vikidonda,D,F,Frente de Todos,id_1217640943106564096,1/16/20 2:53,"Flor de la V. o cualquier persona es libre de vivir su vida como quiera, sentirse mujer o una jirafa y ojalá sean felices. Pero les guste o no, su ADN seguirá siendo masculino. No cambia por una ley. Razón mata ideología, Vicky.",,,None,,,,,
fvallejoss,D,F,Frente de Todos,id_1233074667159769093,2/27/20 17:01,Fuerte con los Débiles y Débil con los Fuertes...,,,None,,,,,
,,,,id_1237106976129273862,3/9/20 20:04,DAN PENA,,,Hostility,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1230650801347088385,2/21/20 0:29,"Voy a orar para que si renunciás en marzo, también lo hagas a tu jubilación de privilegio.",,,Criticism,No,No,No,,
MartinGrandeok,D,M,Juntos por el Cambio,id_1233181198207328257,2/28/20 0:04,Este gobierno es una vergüenza para la Nación,,Other plural,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1204377180005945345,12/10/19 12:27,Triste realidad.,,,None,,,,,
,,,,id_1210984820228206592,12/28/19 18:04,🏳️‍🌈✌🏾,,,None,,,,,
,,,,id_1222156602180022277,1/28/20 13:56,Yonofui,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1208107900310376449,12/20/19 19:32,Me imagino te sentirás orgulloso de beneficiar a las jubilaciones especiales me explicas donde está la solidaridad donde los q ganan muchísimo más siguen teniendo privilegios sobre los me menos ganan?,,,Criticism,No,No,No,,
,,,,id_1215820066857635841,1/11/20 2:17,"Me parece a mí o no tenemos referente de cambiemos? Votamos llegaron y se vendieron algunos a los k,quiero,necesito escuchar a  es mi referente y mi líder a seguir!!! Quiero pertenecer a mi partido político!! Anotenme!!!",,,None,,,,,
RossiAgustinOk,D,M,Frente de Todos,id_1221428975991513090,1/26/20 13:45,Mañana soleada en la playa. Mi hijo cumpliendo 20 y el compañero  tomando mate al lado nuestro. Día peronista!,,,None,,,,,
,,,,id_1227183619678011393,2/11/20 10:52,"AF esnun improvisado sin poder q deja los nombramientos mas importantes en mano de su mentora, Cristina.  Vos viaja q el pais lo manejó to diría la jefa.",,Other individual,Hostility,No,No,No,,
mirtatundis,D,F,Frente de Todos,id_1207071307302678529,12/17/19 22:53,Como se vende la dignidad ..,,,None,,,,,
FerEspinozaOK,D,M,Frente de Todos,id_1235699824055513098,3/5/20 22:52,"Y tus vecinos, qué opinan?",,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1217226876734918663,1/14/20 23:27,Hablás de Kristina o de Scioli?  Endeudame la morcilla,,,Hostility,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1205245224798343174,12/12/19 21:57,Y  y,,,None,,,,,
,,,,id_1234808853730070528,3/3/20 11:52,"Repudiable. Injusto ademas con un señor como  quien se ha caracterizado, en sus imnumerables intervenciones publicas, por no agredir verbalmente a nadie (jamas).",,,None,,,,,
slospennato,D,F,Juntos por el Cambio,id_1219851855532036098,1/22/20 5:18,"SILVIA ¿QUE JUSTICIA ESPERA ALGUIEN QUE SE SUICIDA  Y HASTA LA EX SE RETIRA DELA CAUSA ANTE LA EVIDENCIA DE SU SUICIDIO , TENDRIAS QUE EXPLICAR OLIVETO ,BULRICHTS  STIUSO Y VOS PORQUE HORAS ANTES DEL SUICIDIO SE COMUNICARON Y LOS MOTIVOS DE LA COMUNICACIÓN  Y USADO POR UDS POLITI",,,Criticism,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1209683216233353216,12/25/19 3:52,"Feliz Navidad, Lilita!!!!",,,None,,,,,
