directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
gabicerru,D,F,Frente de Todos,id_1217304940550467590,1/15/20 4:38,El problema de termos como vos es que se piensan que por un par de calles y unas decoraciones la guita se invirtió en obras. Circo para la gilada. Como esa de los bolsos. Clarincéfala.,termos,,Hostility,No,No,No
,,,,id_1228677075290218501,2/15/20 13:46,"Che, no está bien mentir en la Jeta",,,Criticism,No,No,No
,,,,id_1223314701091819520,1/31/20 18:38,"Un reclamo de aumento del salario real, tendría más apoyo porque sería para mejorar los ingresos de muchos, deudores o no. El reclamo de bajar los UVAs es egoísta porque solo beneficiaría a los deudores UVA.",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1218677970770059266,1/18/20 23:34,"Hay que interpretarlo desde otra posición, puede ser la sangre de ellos, la de los reaccionarios y fachistas de  y la banda de Cambiemos!!",,Other plural,Hostility,No,No,No
RominaDelPla,D,F,Frente de Izquierda y de los Trabajadores,id_1234250585244913664,3/1/20 22:54,Una mentira atrás de otra como fue todo su discurso,,,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1235339439477526530,3/4/20 23:00,"Tu continua achando que é  presidente , vai tratar de reduzir  esses gastos astronômicos  da Câmara e senado .",,,None,,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1219739763567185921,1/21/20 21:53,"Muy bien intendente! Grandes y pequeños cambios. Todos se vuelven indispensables para el vecino que lo padece. Siga así. Honradez, trabajo y liderazgo hacen la diferencia.",,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1205484662342197248,12/13/19 13:48,"""Creo que los centros de poder van a seguir insistiendo desestabilizarnos, como Clarin, algunos bancos, algunos sectores agroexportadores, energéticas, los fondos de inversión"".   en #Navarro2019 por",,Other plural,Criticism,No,No,No
,,,,id_1207036511847354369,12/17/19 20:35,Me alegro muchísimo.,,,None,,,
gabicerru,D,F,Frente de Todos,id_1232803528785190912,2/26/20 23:04,Abandono de persona,,,Hostility,No,No,No
,,,,id_1224519873059065856,2/4/20 2:27,"Otro gusano come kk,  comer lo q kaga la chorra Cf viuda negra k, saborea cada zorete, ya que no sirve para otra cosa. Gusanos de kk sostenida x el estado, con la plata de los jubilados. Hdrmp.","gusano come kk, gusanos de kk, hdrmp",other individual,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1219728882124959746,1/21/20 21:10,"Trabajooooo. Eso es lo que tiene que dar, no tarjetas para que esten cautivos de un gob que votaran eternamente para poder comer. Hay que darles dignidad! Uno es libre cdo vive de su esfuerzo, no del de otros. Claro pero no conviene a estos, los quieren cautivos y pobres.",,,Criticism,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1207141462472826881,12/18/19 3:32,Un año cerrado y endeudaron el pais sin pasar por el congreso. #Correte estamos arreglando sus cagadas y saqueo,,,Criticism,No,No,No
monicafrade2,D,F,Juntos por el Cambio,id_1205075074891558912,12/12/19 10:41,"no les avalen nada. porque son tan  materia fecal que les importa nada el país. vinieron PEORES ya con solo 48 hs. de asumir, lo demostraron",,Other plural,Hostility,No,No,No
mirtatundis,D,F,Frente de Todos,id_1228613634735169536,2/15/20 9:34,Llorabas en televisión.  Hoy usas el PAMI como si fuera un kiosco y metes a tus familiares mientras matan de hambre a la gente mayor. No hay palabras para describir lo que sos. Y si las dijera sería censurado. Pero te juro que vos y todos los ladrones van a pagar.,ladrones,,Hostility,Yes,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1207079108120854529,12/17/19 23:24,"Ritondo habló a varios medios desde la puerta del Congreso y fue contundente. Apurándolos para que den quorum y así perdemos estado parlamentario, chau discusión, pueden cerrar el Congreso. Estamos a nada.",,,None,,,
,,,,id_1226899312610873344,2/10/20 16:02,A TODA LA OPOSICIÓN ARGENTINA                   APOYEMOS MÁS QUE NUNCA A   SÓLO NO PODEMOS,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1234262556707037186,3/1/20 23:41,"Y ustedes Los apoyaron. Viva Peron, carajo!🖕☀️🖕",,,None,,,
LaspinaL,D,M,Juntos por el Cambio,id_1208031624245448705,12/20/19 14:29,"Luciano podes con firmar esto. Si compro un pasaje aereo por aerolineas argentinas a Montevideo Uruguay y lo compro en la pagina de la misma aerolineas en pesos argentinas, se recarga o no se recarga el impuesto del 30%  No quedo claro para muchos. Por favor, responde. Gracias",,,None,,,
Pablo_Torello,D,M,Juntos por el Cambio,id_1234845550035525632,3/3/20 14:18,pic.twitter.com/5uBKzcsfS0,,,None,,,
omarperotti,S,M,Frente de Todos,id_1220716514048978952,1/24/20 14:34,Perdón buen día autogobierno??? Que yo sepa según la constitución provincial y ley orgánica policial vigente la institución responde a los mandos naturales entiéndase políticos del sr gobernador y este a su vez delega y ordena políticas públicas estratégicas al jefe de policía+,,,None,,,
fvallejoss,D,F,Frente de Todos,id_1214224282454286337,1/6/20 16:36,"Si repatriara tu jefa, la mafiosa, toda la que tiene afuara y sacara toda la que tiene escondida aquí, no tendríamos mas problema económico, forra","mafiosa, forra",,Hostility,No,No,No
,,,,id_1235289855367819264,3/4/20 19:43,Exacto #JujuyNoSeToca #JujuyNoSeToca #JujuyNoSeToca,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1207508910590103552,12/19/19 3:52,Podrían empezar con respetar la vida desde la concepción y nos irá mucho mejor,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1237556587935326218,3/11/20 1:50,También es buen momento para erradicar a los dipuchorros que se afanan la guita de los viáticos y viven cerca del congreso,dipuchorros,Other plural,Hostility,No,No,No
wadodecorrido,D,M,Frente de Todos,id_1209204003315343361,12/23/19 20:07,"Escribi bien flaco,qie tw haces el inclusivo",,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1217136455493083136,1/14/20 17:28,"Cuánta agresión, no es mucho? Es imprescindible la aplicación de la ESI",,,None,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1204578077403238401,12/11/19 1:46,Xq no vas cerrando el orto? Fuiste parte de un gobierno de mierda q nos sumió en la pobreza extrema! De q mierda podes hablar denunciadora serial?,"cerrando el orto, denunciadora serial",,Hostility,No,No,No
MarianaZuvic,D,F,Juntos por el Cambio,id_1207486955849732096,12/19/19 2:24,Será algún pueblito de el interior ese?,,,None,,,
luanavolnovich,D,F,Frente de Todos,id_1233398715324432384,2/28/20 14:29,En el 138 me dicen q las órdenes  sirven para el mes en curso O sea q ALEGREMENTE PAMI se queda con la provisión d pañales q le corresponde a mi hermana por ser discapacitada. EL ERROR DE NO ENTREGAR LA SUFICIENTE CANTIDAD DE PAÑALES ES D UDS Por q siempre perjudican al afiliado?,,Plural,Criticism,No,No,No
mirtatundis,D,F,Frente de Todos,id_1228832839543771138,2/16/20 0:05,"CALLADITA DESPUES QUE NOS ROBARON !!!! HIPOCRITA, MENTIROSA, NOS SACAS LA PLATA DEL BOLSILLO Y TE LLENAS LOS TUYOS CON LA MIA","hipocrita, mentirosa",,Hostility,No,No,No
GracielaCamano,D,F,Federal,id_1207804096905928704,12/19/19 23:25,"Le van a dar superpoderes a unos dictadores, nos van a manejar como quieren. Nos van a meter en un agujero negro. Nos van a arruinar la vida.",,,Criticism,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1218147123155304449,1/17/20 12:24,"Lilita, éste sujeto es un mamarracho soberbio...","mamarracho, soberbio",other individual,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1229774153428938753,2/18/20 14:26,"Iglesias siempre patinás. ¿Porqué usar el término ""chetos""? ¿Acaso suma a lo que querías decir? Siempre, en mayor o menor medida derrapás y perdés autoridad.",,,Criticism,No,No,No
,,,,id_1228495381627052032,2/15/20 1:44,Vos y toda esa runfla son unos HMP manteniendo vagos planeros con nuestro dinero. Cada día dan más asco cínicos delincuentes,"hmp, vagos, planeros, dan mas asco, cinicos, delincuentes",,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233481714674126853,2/28/20 19:58,Es de wikileaks?? Jajajajajaj Gordo imbecil. Decile a Carrio que te suelte un poco la correa. Perrito faldero.,"gordo imbecil, perrito faldero",,Hostility,No,No,No
,,,,id_1235932689972236292,3/6/20 14:18,"Pocos,creo, que sé la aguantan",,,None,,,
,,,,id_1233138082330923011,2/27/20 21:13,"#Diputados #Congreso #Scioli 📞  en #RL18 con  por 🔗    📍"" se ha dedicado a denostarnos sin argumentos""  📍""Le dije a   que no estaba bien lo que hacían""🗣️ pic.twitter.com/xDu3g9hZLa",,,None,,,
,,,,id_1235185758778073088,3/4/20 12:50,No lo queremos en parque chas. Que se vaya a la prov. De bs. As. Donde lo eligieron para que gobierne y viva.,,other individual,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1220246065766715392,1/23/20 7:25,Peor es dejar a los bebés pobres sin Plan Qunitas y aumentar la mortalidad infantil para hacer política.,,,Criticism,No,No,No
omarperotti,S,M,Frente de Todos,id_1223410670382862336,2/1/20 1:00,Los «Foros del Folklore» presentes en Cosquín  vía,,,None,,,
camicrescimbeni,D,F,Juntos por el Cambio,id_1227014833503178753,2/10/20 23:41,"Lo que Londres o New York consumen, generalmente se produce en China (el país que más gases emite en el mundo)",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1220988790388535296,1/25/20 8:36,"Señora que después se razga las vestiduras por su género y el respeto a  las envestidura republicana y honesta?  admira la militancia DPP (dame pautas y  un puesto) no la mueve nada más que el interés de ser amiga del poder, ya vas tener tu puesto tranqui si? O sos rugbier?",,,Criticism,No,No,No
,,,,id_1205114857277796353,12/12/19 13:19,#JxCNoVotaEmergencia porque es un cheque en blanco para un gobierno en el que no confiamos CC   Maxi Ferraro,,,None,,,
MartinLlaryora,D,M,Federal,id_1214003485559144451,1/6/20 1:59,"El problema es que la que accede a esos puestos directivos no son profesionales, son ñoquis acomodados que de pedo terminaron el secundario ! Tener un cargo público tendría que al menos cumplir o saber las normas básicas de la ciudad o sociedad",�oquis,Other plural,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1212610076210536449,1/2/20 5:42,🤦🤦🤦...,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1228456301371514883,2/14/20 23:09,Q datos si te miente en la jeta esew hijo de puta .. Este tipo se la paso saqueando los bancos llevándose las riquezas del país convertidas en dólares generando inflación devaluación miseria y deudas. Y ahora te dice q la culpa es de otros . es un chanta de mierda,"hijo de puta, chanta de mierda",,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1211298380036612096,12/29/19 14:50,"No sólo congelar salarios también un rebaja ,demuestren solidaridad",,,Criticism,No,No,No
,,,,id_1210746685434945537,12/28/19 2:17,"Mataste idiota,descerebrada neuronal,sos lo.mas HDP que hay como persona,sos una basura,PANKEKE VAS APOYANDO EL OGT DONDE MEJOR TE CALCE,TURRA","matate, idiota, descerebrada neuronal, hdp, sos una basura, pankeke, turra",,Hostility,Yes,Yes,No
SergioMassa,D,M,Frente de Todos,id_1208011363571904512,12/20/19 13:08,"Por que no te los llevas a tu casa, puta",puta,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1219656908459724800,1/21/20 16:24,"No son peronistas....el peronismo no existe..  Son oportunistas políticos de ideales montoneros, zurdos, ladrones, etc...pero jamás peronistas...!!!",ladrones,,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1237531201432248321,3/11/20 0:10,Puse “Marley por el mundo”... y estabas viajando con el!,,,None,,,
vikidonda,D,F,Frente de Todos,id_1234431818180517888,3/2/20 10:54,Ja Ahora sos cientifica  #Garrochera,,,None,,,
marioaleito,D,M,Frente de Todos,id_1234894174538866689,3/3/20 17:31,"votaron y confiaron en usted. Si el deseo de la institucion es generar mas ingresos debido al posible campeonato qe puede llegar a conseguir Riber en nuestra casa, deberian darles un sector de la tribuna de calle bolivia y vender entradas para los hinchas denominados",,,None,,,
rodenasale,D,F,Frente de Todos,id_1229092966351986689,2/16/20 17:19,"Merecido homenaje , felicitaciones por incentivar el deporte, saludos cordiales!",,,None,,,
TotyFlores,D,M,Juntos por el Cambio,id_1235916041760444418,3/6/20 13:12,"Este tweet es el ejemplo mas acabado de lo que te decía. Su existencia en JxC es la pata social que necesita el discurso ""emprendedor meritócrata"" a mi entender toda una puesta en escena.",,,Criticism,No,No,No
vikidonda,D,F,Frente de Todos,id_1207728169987530754,12/19/19 18:23,Es lo que no termina de entender,,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1205193356109864961,12/12/19 18:31,"Creo que en todo intento de explicacion historica, no podemos obviar su estructura social ya que ella estara en la interpretacion de valores , conductas y opiniones politicas No afirmo que haya determinismo, pero si probabilismo",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1207964152754511872,12/20/19 10:01,Son todos unos buitres los q se bandearon...,,Other plural,Hostility,No,No,No
,,,,id_1208106180721205248,12/20/19 19:25,Querida lucia decis q t endeudaste y la culpa es dl actual presidente q asumio hace dias !!! Deberias reperfilar tus ideas xq no se entiende bien en q t mintieron o querés q ahora t salven d tus deudas q nadie t obligó a contraerlas ... 😱😱😱,,,Criticism,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1210893458564616192,12/28/19 12:01,Por que no por un año... Si las paritarias son siempre a un año... O sea que... Esto seguirá en aumento???,,,None,,,
felipe_sola,D,M,Frente de Todos,id_1214213853761953792,1/6/20 15:55,". Nueva Directiva, opositora, de la Asamblea Nacional de Venezuela",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1231969160642605056,2/24/20 15:48,"Y seguir pagando a  jubilados, aún los 3 millones y pico q metió CFK sin aportes. Y los juicios del 82%móvil q quedaron ganados (pagó con la Reparación histórica)Recordar risas de CFK con Parrilli (""para q voltearlo si el año q viene no puede pagar jubilaciones) Eso querían?",,Other plural,Criticism,No,No,No
,,,,id_1220589583240433664,1/24/20 6:10,"Es que el reconocimiento por un pais externo, no le otorga su función, sólo válida su reconocimiento a fin de establecer las bases de fundado temor de persecución y falta de seguridad...",,,None,,,
SergioMassa,D,M,Frente de Todos,id_1212128674637594624,12/31/19 21:49,No tenes vergüenza..,,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1217444766411116545,1/15/20 13:53,Realmente es una vergüenza nacional que gente ignorante ocupe puestos públicos pagados con el esfuerzo diario de gente que trabaja...,igorante,Other plural,Hostility,No,No,No
rodotailhade,D,M,Frente de Todos,id_1235653072593932289,3/5/20 19:47,Sos todo lo que está bien querido negro  un abrazo hermano,,,None,,,
,,,,id_1217940896714543107,1/16/20 22:45,"Son tan nabo,  además de nefastos que en un mes quieren que arreglen el saqueo que realizaron los tuyos ....repetí si se puede ser tan pelo...😉🤦‍♀️😋✌","nabo, nefastos",,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1208099964003454978,12/20/19 19:00,"Entra en otra dimensión porque le dicen ""Sr. Presidente"" y se olvida de todo, el meme. 😂😂😂",,,None,,,
SergioMassa,D,M,Frente de Todos,id_1222572415257141248,1/29/20 17:29,"Holocausto AMIA querrá decir, CÓMPLICE d CFK? NOOOHHH? Si el panqq🙈 lo dice...","complice, panqq",,Hostility,No,No,No
CECILIAMOREAU,D,F,Frente de Todos,id_1229393302782455809,2/17/20 13:12,"No me enteré que le bajaron las jubilaciones a jueces, diputados,senadores, asesores!!!!",,,Criticism,No,No,No
,,,,id_1209418128490422272,12/24/19 10:18,Y de laburar? Y hacer algo productivo? Y el hambre? Y Candela?   Chantas!!,chantas,Plural,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1237153538955980800,3/9/20 23:09,Pero ya volvieron las rejas y el riesgo pais esta en 2800,,,None,,,
alfredodeangeli,S,M,Juntos por el Cambio,id_1233546238282346497,2/29/20 0:15,Principios deangeli? Vamoss...,,,None,,,
fvallejoss,D,F,Frente de Todos,id_1220007667432935425,1/22/20 15:37,DONA TU SUELDO SI SOS TAN PATRIOTA,,,Criticism,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1211826052936425473,12/31/19 1:47,llegó tarde porque ya metieron a muchos familiares y amigos,,,None,,,
gabicerru,D,F,Frente de Todos,id_1215663782711713794,1/10/20 15:56,"Muy malo el capitalismo no? Que hace twiteandl desde un IPhone? Espero no conusma cosméticos, productos hechos a base de aceite de palma... Entre otros. Señora por favor. Llámese al silencio que su ignorancia ya hablo demasiado.",,,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1218188826369253376,1/17/20 15:10,REDUCCIÓN DEL GASTO POLÍTICO,,,None,,,
vikidonda,D,F,Frente de Todos,id_1218860687549702145,1/19/20 11:40,Algo tiene que decir para generar polémica.,,,None,,,
luispetri,D,M,Juntos por el Cambio,id_1207115966506815488,12/18/19 1:50,Enmudecer el Congreso? Este año sesionó 7 veces.,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1237795598935511041,3/11/20 17:40,"Está jubilada... opa, te falta actualizarte.",,,Criticism,No,No,No
gabicerru,D,F,Frente de Todos,id_1219663286540668929,1/21/20 16:49,"Bueno, soy educado. Si lo paso al vulgo K tengo que decir que se nos caga de risa en la cara y no quiero.",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1228884962075717633,2/16/20 3:33,"Usted se tiene q callar,,, usted es parte del desfalco macrista ,,,cara de piedra!!!!",cara de piedra,,Hostility,No,No,No
,,,,id_1219732083867889664,1/21/20 21:22,MOVILIZACION Y PETITORIO CIUDADANO,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1207112814176944128,12/18/19 1:38,"Por favor,....  no tenemos manera de parar al fascismo,  angustiante.",,,None,,,
,,,,id_1205530943081070593,12/13/19 16:52,"Vamos bien, Maduro comparo a Chavez con un pajaro...y hasta hablaban...😞",,,None,,,
luisnaidenoff,S,M,Juntos por el Cambio,id_1224838252080902144,2/4/20 23:32,"Pero él es un ""referente"" de la UCR. Y por lo que veo, lo justifican. Razón suficiente para desafiliarme. JAMÁS con los k",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1213144099014004736,1/3/20 17:04,Siempre apoyando a los trabajadores de Cresta Roja 👏👏👏,,,None,,,
luanavolnovich,D,F,Frente de Todos,id_1219116332479918080,1/20/20 4:35,"decile compañere, sino te ignora 🤦‍♀️",,,None,,,
,,,,id_1220179913564741632,1/23/20 3:02,"Cuando el voto republicano sea masivo, y haya fraude, bolivianizaremos. Por ahora #FichaLimpia,  y granito de arena todos los días para construir la victoria.  Si todos dejáramos de delegar la politica, la victoria es arrasadora. Ganan porque colonizan sobre nuestro silencio.",,Other plural,Criticism,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1208042031852994560,12/20/19 15:10,Diputado me puede decir cuando entra en vigencia la ley?,,,None,,,
estebanbullrich,S,M,Juntos por el Cambio,id_1211004399419641856,12/28/19 19:22,¿Responsables de que? en estos 4 años por el pais no hicieron nada y se llenaron los bolsillos a costillas de todos nosotros dejense de joder y denle quorum a Kicillof caraduras,"dejense de joder, caraduras",,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1208499569513914368,12/21/19 21:28,"Que pedazo de ignorante sks lo demuestras a casa paso , alcahueta inservible","ignorante, alcahueta, inservible",,Hostility,No,No,No
NachoTorresCH,D,M,Juntos por el Cambio,id_1206996389122707456,12/17/19 17:55,"¿Qué vas a votar, Ignacio Agustín Torres (",,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1212041436469907458,12/31/19 16:02,Exelente!,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233225139027894272,2/28/20 2:59,Se te escapó la tortuga Poroteaste cómo el tujes,,,Hostility,,,
,,,,id_1217553180445331456,1/15/20 21:04,"Hoy nos reunimos con representantes de la Asociación de Fábricas de Automotores para repasar la situación del sector y analizar posibilidades de nuevos mercados para una industria que exporta el 70% de lo que produce y que representa el 13,5% de las exportaciones totales país.",,,None,,,
gabicerru,D,F,Frente de Todos,id_1226537807461658627,2/9/20 16:06,Y a la gente de bien también. Tus orgullos son nuestras vergüenzas...,,,Criticism,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1228719095018852352,2/15/20 16:33,Meter a toda tu familia a trabajar en el estado no es corrupción también?,,,Criticism,No,No,No
,,,,id_1213932648311250945,1/5/20 21:17,Nos vamos a quedar esperando ese pronunciamiento pero si están esperando los dólares de la corrupción para lavarlos y quedarse con el 54 %,,Plural,Hostility,No,No,No
,,,,id_1234837286023565312,3/3/20 13:45,LOS INTENDENTES COMO MAGARIO QUE ENCANUTABA LA PLATA QUE LES DABA MACRI LA VAN A SACAR AHORA?  NADIE DICE QUE CADA PCIA TOMO SU DEUDA Y QUE LAS PERONISTAS LA ROBARON ENCANUTARON Y GASTARON EN DEMAGOGIA?,,Other plural,Hostility,No,No,No
gmontenegro_ok,D,M,Juntos por el Cambio,id_1232347668220915715,2/25/20 16:52,Ministerio de desarrollo social de la provincia,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1209179348156190720,12/23/19 18:29,Nico las de Caño NO ES UN PANQUEQUE!,,,None,,,
,,,,id_1220360391055892480,1/23/20 14:59,"Sumar ""llaneros solitarios"" a un gobierno tiene una ventaja: en las buenas, no rinden cuentas a nadie y ayudan a fragmentar el poder para que el Príncipe haga y deshaga.   Pero tiene un problema: en las malas, los ""llaneros solitarios"" huyen y el Príncipe queda al desnudo.",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1222180850391011328,1/28/20 15:33,"La deuda no la generó un solo gobierno, pero Vidal la acrecentó, ni siquiera la mantuvo igual. Vidal ineficaz. O lo hizo a propósito?",,other individual,Criticism,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1207684530775166976,12/19/19 15:30,"Me jubilé con 35 años de servicio y una buena jubilación y se que tendre que resignar parte de esa jubilación en pos del aumento de los que cobran la mínima, pero como soy kuka no me molesta, seguro vos no lo podes entender.",,,None,,,
,,,,id_1214330729389273088,1/6/20 23:39,Es una dictadura huevon,huevon,,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1210743340632702981,12/28/19 2:04,"La Sra Magario entra dentro del ajuste, porque es una de las que mas tiene!!",,,None,,,
slospennato,D,F,Juntos por el Cambio,id_1231760378683633664,2/24/20 1:58,no querés venir a colonizarnos xfa? Grax bro,,,None,,,
brendalisaustin,D,F,Juntos por el Cambio,id_1230907911792017409,2/21/20 17:31,"no te da vergüenza, ademas de representar poco y nada a la poblacion de Córdoba, cantar semejantes cosas? DICULPAS PÚBLICAS",,,Criticism,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1234882822327939073,3/3/20 16:46,"¿Cuándo harán un mea culpa estos ""formadores"" de opinión?",,,Criticism,No,No,No
,,,,id_1219379542869118976,1/20/20 22:01,Esperemos que no la vuelvan a quebrar..😣,,,None,,,
,,,,id_1206579689164361730,12/16/19 14:19,Las retenciones SERÍA UNA MIGAJA de LA GRAN DEUDA de los ricos.,,,None,,,
Leonardo_Grosso,D,M,Frente de Todos,id_1206398592086360064,12/16/19 2:20,Nos quieren hacer creer que 20 garcas con 4x4 son el campo y se olvidan que todos ya los conocemos muy bien .,garcas,Other plural,Hostility,No,No,No
RossiAgustinOk,D,M,Frente de Todos,id_1207853384402964480,12/20/19 2:41,Atención militont Aquí  les envía un mensaje ✌️😂,militonto,,Hostility,No,No,No
MarianaZuvic,D,F,Juntos por el Cambio,id_1224690539427135488,2/4/20 13:45,"POBRE HOMBRE !! TAN JOVEN !! Y AHORA ESPEREMOS Q SEA PRONTO LA DESIGNACIÓN DE UN BUEN JUEZ , EN SU LUGAR !! Q PUEDA SEGUIR LLEVANDO A CABO,  LO Q ÉL COMENZÓ !! Y Q NO PONGAN A DEDO  A UN TIPO FUNCIONAL A LAS LACRAS KKS !! Y PUEDAN CONDENAR A LOS CORRUPTOS Y ASESINOS!","lacras, kks, corruptos, asesinos",Other plural,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1222707413297565696,1/30/20 2:25,No sé si sos un pelotudo o un hijo de puta. Me inclino por la última opción. Cristina no le pagó al FMI. Fue Néstor Kirchner. Y no pidió ningún préstamo. Pagó con reservas del Banco Central. El total de la deuda fue 9.800 millones de dólares. ¿Entendés hijo de puta?,"pelotudo, hijo de puta",,Hostility,No,No,No
,,,,id_1220038760106209287,1/22/20 17:41,"Jajajajajaja fueron participes y son responsables de el peor gobierno de las historia argentina ( sin nombrar al inútil de De La Rúa ) y les da la cara para hablar de un gobierno q recién empieza.  Llamense a silencio por un tiempo largo, dan vergüenza.","inutil, dan verg�enza",Plural,Hostility,No,No,No
danielscioli,D,M,Frente de Todos,id_1233094002842505217,2/27/20 18:18,Hasta el 2 de marzo sigue siendo diputado y puede ejercer en la función. Que su partido este conformado por estúpidos que no tienen en cuenta estás cuestiones es su culpa wolf.,estupidos,Plural,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1211614473116622848,12/30/19 11:46,El papa no me representa.,,,None,,,
LaspinaL,D,M,Juntos por el Cambio,id_1233143680644657155,2/27/20 21:35,"Cuando un sindicalista festeja, es porque empomaron a los demas. Es una fija! No falla!",,Other plural,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1237404393412198400,3/10/20 15:46,"acá se equivoca Fernando, si no le gusta el mate no tome, lo que está en duda es la ronda de mate.",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1217275273835663360,1/15/20 2:40,Cayate ridicula!!!!  🤦🏻‍♂️🤡,ridicula,,Hostility,No,No,No
luispetri,D,M,Juntos por el Cambio,id_1217100758384087040,1/14/20 15:06,Gordito Culón de Recoleta; Se te acaba el curro ?  La tarjeta es para morfar no para escabiar...,gordito culon,,Hostility,No,No,No
mirtatundis,D,F,Frente de Todos,id_1228717735200378885,2/15/20 16:28,"Por favor alguien que vaya a ver si está bien la diputada  ... por favor, no la dejen sola, que son momentos complicados... Macri terminó siendo un bebé de pecho al lado del tío Albert...",,other individual,Hostility,No,No,No
,,,,id_1213868145829654528,1/5/20 17:01,Empezo muy bien 2020. Vamos x el compromiso de nuestros dirigentes políticos. Hoy lanzo x los más amigos. A ver quién se anima. Desclasificacion Ya!!! #CEFORA,,,None,,,
,,,,id_1205294378878734340,12/13/19 1:12,Muchas felicidades por el avance entre ambos paises  #FernandoSousa♥️ #ViviHeilingConcejal♥️ #EstebanEcheverria #EsConTod☀️s #AlbertoFernandez #SergioMassa #AxelKicillof,,,None,,,
luisnaidenoff,S,M,Juntos por el Cambio,id_1216740978133995520,1/13/20 15:17,Espero que tengan los pantalones largos puestos y no sigan entregando al electorado que los voto.,,,Criticism,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233123553085661184,2/27/20 20:15,"Antes de salir a prender fuego todo, por q no te fijas en la ley cuando inician y cuando cesan los funcionarios en sus cargos?  Digo, para q no salgan a comprometerse por los q les están mintiendo feo.",,,Criticism,No,No,No
omarperotti,S,M,Frente de Todos,id_1205468559603683328,12/13/19 12:44,La tecnología no me estaría acompañando hoy.,,,None,,,
,,,,id_1232148150170869760,2/25/20 3:39,resultados???,,,None,,,
,,,,id_1231031059510374400,2/22/20 1:40,"Vos sos una persona que le quiere imponer al otro de q manera tiene q pensar y yo no ataque a nadie solo dije q si tú amigo Jorge tiene pruebas del caso Natacha q las denuncie nada más,no entiendo cual es el ataque.....",,,Criticism,No,No,No
